,Gender,Ever_Married,Age,Graduated,Work_Experience,Family_Size,Engineer,Healthcare,Executive,Doctor,Artist,Lawyer,Entertainment,Homemaker,Marketing,Low,Average,High,Segment
477,1,1,1.8223252312072091,1,-0.4639553573467067,-1.172702061816046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3
478,0,0,-1.4000156260913277,0,0.7321665334071008,0.7423853082762688,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
479,1,1,-0.027537112797506456,0,1.9282884241609082,-0.5343396051186077,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
480,0,0,-1.4000156260913277,0,0.13410558803019704,2.0191102216711454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1
481,0,1,0.15148182371907892,1,-0.7629858300351585,1.3807477649737072,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2
482,0,1,1.285268421657453,0,-0.4639553573467067,2.657472678368584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2
483,1,1,0.39017373907452607,0,-0.4639553573467067,2.657472678368584,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2
484,1,0,-1.5193615837690513,0,-0.7629858300351585,1.3807477649737072,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
485,0,1,1.0465765063020058,1,-0.4639553573467067,2.657472678368584,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2
486,0,1,0.5095196967522497,0,-0.4639553573467067,-0.5343396051186077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,3
487,1,1,0.7482116121076968,1,-0.7629858300351585,1.3807477649737072,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2
488,1,1,-0.08721009163636825,0,-0.4639553573467067,1.3807477649737072,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2
489,0,0,-0.6242669011861244,0,-0.7629858300351585,2.0191102216711454,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1
490,1,0,-1.4596886049301894,0,1.6292579514724563,0.7423853082762688,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,5
491,0,0,-0.9823047742192952,0,-0.4639553573467067,-1.172702061816046,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4
492,0,1,-0.32590200699181543,1,-0.4639553573467067,0.7423853082762688,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2
493,0,0,-0.32590200699181543,0,-0.4639553573467067,0.7423853082762688,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
494,0,1,-0.027537112797506456,1,1.6292579514724563,-1.172702061816046,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
495,1,1,0.5691926755911114,1,-0.4639553573467067,0.7423853082762688,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2
496,1,1,-0.6242669011861244,0,0.4331360607186489,0.7423853082762688,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2
497,0,0,-1.280669668413604,0,1.0311970060955526,0.1040228515788306,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,5
498,1,0,-0.6242669011861244,0,-0.7629858300351585,0.7423853082762688,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
499,1,0,-1.340342647252466,0,-0.4639553573467067,3.295835135066022,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
500,1,0,-1.4000156260913277,0,-0.4639553573467067,1.3807477649737072,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
501,1,0,-1.4596886049301894,0,1.3302274787840043,0.1040228515788306,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,5
502,0,1,0.8675575697854204,1,-0.4639553573467067,0.7423853082762688,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2
503,0,1,-0.445247964669539,1,-0.4639553573467067,-0.5343396051186077,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4
504,1,0,-1.2209966895747424,0,-0.4639553573467067,0.7423853082762688,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1
505,0,0,-0.38557498583067723,0,1.6292579514724563,0.1040228515788306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0
506,0,1,0.8675575697854204,0,1.9282884241609082,0.7423853082762688,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5
507,0,1,-1.0419777530581569,0,1.3302274787840043,-0.5343396051186077,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
508,1,0,-0.26622902815295363,1,1.9282884241609082,-0.5343396051186077,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
509,1,1,-0.14688307047523005,0,1.6292579514724563,0.7423853082762688,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5
510,1,1,-1.0419777530581569,0,-0.7629858300351585,0.1040228515788306,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
511,0,1,-1.1016507318970188,0,0.13410558803019704,0.1040228515788306,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
512,1,0,-0.445247964669539,0,-0.7629858300351585,1.3807477649737072,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
513,1,0,-0.8629588165415716,0,1.9282884241609082,0.7423853082762688,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,5
514,1,0,-1.0419777530581569,0,-0.4639553573467067,-1.172702061816046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,4
515,0,0,0.15148182371907892,1,-0.7629858300351585,-1.172702061816046,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4
516,1,0,-0.8629588165415716,0,-0.7629858300351585,0.7423853082762688,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
517,0,0,-0.445247964669539,1,2.22731889684936,-1.172702061816046,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
518,1,1,-0.9823047742192952,0,-0.4639553573467067,2.0191102216711454,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
519,0,0,-0.8629588165415716,0,1.6292579514724563,0.1040228515788306,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5
520,0,0,-1.1016507318970188,0,-0.4639553573467067,0.7423853082762688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1
521,0,0,-0.8032858377027098,0,2.22731889684936,2.0191102216711454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,5
522,0,0,-0.9226317953804334,1,1.9282884241609082,-1.172702061816046,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
523,1,0,-0.6242669011861244,1,-0.4639553573467067,1.3807477649737072,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
524,1,1,-0.743612858863848,1,1.3302274787840043,-0.5343396051186077,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
525,1,1,0.09180884488021714,1,-0.7629858300351585,-0.5343396051186077,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4
526,1,1,0.21115480255794072,1,-0.7629858300351585,1.3807477649737072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2
527,0,0,-0.26622902815295363,0,-0.7629858300351585,-1.172702061816046,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4
528,0,1,0.5691926755911114,1,-0.7629858300351585,-1.172702061816046,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4
529,1,0,-0.9823047742192952,0,-0.4639553573467067,0.7423853082762688,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
530,1,1,-0.38557498583067723,1,-0.4639553573467067,-0.5343396051186077,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4
531,0,1,1.1062494851408675,1,-0.4639553573467067,0.1040228515788306,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3
532,0,0,-0.8629588165415716,0,-0.7629858300351585,2.657472678368584,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
533,0,1,0.4498467179133879,1,-0.7629858300351585,-1.172702061816046,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4
534,1,0,-0.8032858377027098,0,-0.4639553573467067,2.0191102216711454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1
535,1,0,-1.5193615837690513,0,-0.7629858300351585,0.7423853082762688,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
536,1,1,1.4642873581740383,1,-0.7629858300351585,-0.5343396051186077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3
537,1,1,2.419055019595827,1,0.7321665334071008,-1.172702061816046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3
538,1,0,-1.280669668413604,0,-0.16492488465825483,3.9341975917634606,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
539,0,0,-1.280669668413604,0,-0.16492488465825483,0.7423853082762688,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
540,1,0,-1.340342647252466,0,-0.4639553573467067,0.1040228515788306,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
541,1,1,1.7626522523683472,0,-0.7629858300351585,-0.5343396051186077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,3
542,0,1,1.8819982100460708,1,-0.7629858300351585,-0.5343396051186077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,3
543,0,0,-1.4000156260913277,0,1.0311970060955526,0.7423853082762688,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5
544,1,0,-1.280669668413604,0,-0.4639553573467067,-0.5343396051186077,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
545,0,0,-1.280669668413604,0,-0.7629858300351585,0.7423853082762688,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
546,1,1,0.15148182371907892,1,-0.4639553573467067,0.1040228515788306,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2
547,1,1,0.8675575697854204,0,-0.7629858300351585,-0.5343396051186077,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3
548,0,0,-0.14688307047523005,1,-0.4639553573467067,0.1040228515788306,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4
549,1,1,-0.08721009163636825,1,-0.7629858300351585,-0.5343396051186077,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4
550,0,1,-0.027537112797506456,1,1.0311970060955526,-0.5343396051186077,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
551,0,0,0.3305007602356643,1,0.13410558803019704,-1.172702061816046,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4
552,0,0,-0.20655604931409183,1,-0.7629858300351585,-1.172702061816046,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4
553,1,1,0.5691926755911114,0,1.6292579514724563,-0.5343396051186077,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
554,1,1,-0.445247964669539,1,0.4331360607186489,-0.5343396051186077,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4
555,1,1,0.39017373907452607,1,1.6292579514724563,-0.5343396051186077,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
556,1,1,-0.08721009163636825,1,-0.4639553573467067,-1.172702061816046,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4
557,1,0,-0.8032858377027098,0,-0.7629858300351585,0.7423853082762688,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
558,1,0,-0.8629588165415716,0,-0.16492488465825483,1.3807477649737072,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
559,1,0,-0.9226317953804334,1,-0.4639553573467067,-0.5343396051186077,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4
560,1,0,-0.9823047742192952,1,-0.4639553573467067,0.7423853082762688,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
561,1,0,0.3305007602356643,1,-0.7629858300351585,-1.172702061816046,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4
562,1,0,-0.6839398800249862,1,-0.4639553573467067,-1.172702061816046,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4
563,1,0,-1.1016507318970188,1,-0.4639553573467067,0.1040228515788306,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
564,0,0,-0.08721009163636825,1,1.6292579514724563,-1.172702061816046,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
565,1,1,1.6433062946906238,1,-0.7629858300351585,-0.5343396051186077,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3
566,1,0,-1.280669668413604,0,-0.4639553573467067,0.7423853082762688,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
567,0,0,-0.8629588165415716,1,-0.4639553573467067,1.3807477649737072,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
568,1,1,0.21115480255794072,1,-0.7629858300351585,0.1040228515788306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,4
569,1,0,-0.6839398800249862,1,-0.4639553573467067,0.1040228515788306,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4
570,1,1,0.21115480255794072,1,1.3302274787840043,-0.5343396051186077,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
571,1,0,0.15148182371907892,1,-0.7629858300351585,-1.172702061816046,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4
572,0,1,-0.14688307047523005,1,-0.4639553573467067,-0.5343396051186077,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4
573,1,1,-0.38557498583067723,1,-0.7629858300351585,-0.5343396051186077,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4
574,1,1,-0.20655604931409183,1,-0.7629858300351585,-0.5343396051186077,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4
575,1,1,0.986903527463144,1,-0.7629858300351585,0.7423853082762688,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2
576,1,1,0.15148182371907892,1,-0.7629858300351585,2.0191102216711454,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2
577,0,1,-0.445247964669539,1,1.0311970060955526,0.7423853082762688,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5
578,0,0,-0.32590200699181543,0,-0.7629858300351585,-1.172702061816046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,4
579,0,1,-0.6839398800249862,0,-0.7629858300351585,1.3807477649737072,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
580,0,0,-0.14688307047523005,1,0.7321665334071008,-1.172702061816046,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
581,1,1,0.7482116121076968,1,-0.7629858300351585,0.1040228515788306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2
582,1,1,-0.743612858863848,1,1.6292579514724563,-0.5343396051186077,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
583,1,1,0.09180884488021714,0,-0.7629858300351585,-0.5343396051186077,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4
584,1,1,-0.38557498583067723,1,-0.7629858300351585,-0.5343396051186077,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4
585,1,1,0.21115480255794072,1,-0.4639553573467067,0.7423853082762688,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2
586,0,1,0.5095196967522497,1,-0.4639553573467067,0.1040228515788306,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2
587,0,1,0.8078845909465586,1,-0.4639553573467067,0.1040228515788306,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3
588,0,0,0.39017373907452607,1,1.9282884241609082,-1.172702061816046,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
589,1,1,-0.9823047742192952,0,-0.7629858300351585,-0.5343396051186077,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4
590,0,1,0.09180884488021714,1,-0.4639553573467067,0.1040228515788306,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2
591,0,0,-0.8032858377027098,1,1.6292579514724563,-0.5343396051186077,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
592,1,1,0.09180884488021714,1,-0.7629858300351585,-0.5343396051186077,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4
593,1,0,-0.8032858377027098,0,-0.4639553573467067,0.7423853082762688,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
594,1,1,-0.743612858863848,1,-0.4639553573467067,0.1040228515788306,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2
595,0,1,0.09180884488021714,1,-0.4639553573467067,0.7423853082762688,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2
596,1,1,1.4046143793351766,1,-0.7629858300351585,-0.5343396051186077,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3
597,1,1,1.9416711888849327,0,-0.4639553573467067,-0.5343396051186077,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3
598,1,1,1.5239603370129002,1,-0.7629858300351585,-0.5343396051186077,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3
599,1,1,2.3593820407569654,0,-0.7629858300351585,-0.5343396051186077,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3
600,1,1,-0.32590200699181543,1,-0.7629858300351585,-0.5343396051186077,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4
601,1,1,-0.445247964669539,1,-0.7629858300351585,-1.172702061816046,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4
602,0,1,1.5239603370129002,0,-0.7629858300351585,0.1040228515788306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3
603,0,0,-0.6242669011861244,1,-0.7629858300351585,0.1040228515788306,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4
604,1,0,-0.32590200699181543,1,-0.4639553573467067,0.1040228515788306,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4
605,0,1,0.2708277813968025,1,-0.4639553573467067,-0.5343396051186077,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3
606,1,1,0.4498467179133879,1,-0.16492488465825483,-0.5343396051186077,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3
607,1,1,0.7482116121076968,1,-0.4639553573467067,-0.5343396051186077,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3
608,1,1,0.8078845909465586,1,-0.7629858300351585,0.1040228515788306,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3
609,0,1,0.3305007602356643,1,-0.4639553573467067,0.1040228515788306,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2
610,1,0,-0.8032858377027098,1,-0.7629858300351585,0.1040228515788306,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
611,0,1,-0.20655604931409183,1,1.6292579514724563,-0.5343396051186077,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
612,1,1,-0.32590200699181543,0,-0.7629858300351585,-0.5343396051186077,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4
613,0,0,-0.743612858863848,1,1.6292579514724563,1.3807477649737072,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,5
614,1,0,-0.6242669011861244,1,-0.7629858300351585,-0.5343396051186077,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4
615,1,0,0.39017373907452607,1,-0.7629858300351585,-0.5343396051186077,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4
616,1,1,1.7626522523683472,1,-0.7629858300351585,-0.5343396051186077,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3
617,1,1,0.15148182371907892,1,-0.7629858300351585,0.1040228515788306,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2
618,1,1,0.39017373907452607,1,-0.7629858300351585,-0.5343396051186077,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4
619,1,0,-0.8032858377027098,0,-0.7629858300351585,2.0191102216711454,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
620,0,1,0.986903527463144,1,-0.7629858300351585,-0.5343396051186077,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3
621,0,1,-0.26622902815295363,1,1.9282884241609082,-0.5343396051186077,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
622,0,1,0.9272305486242822,1,-0.4639553573467067,-0.5343396051186077,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3
623,0,1,0.4498467179133879,1,-0.7629858300351585,-0.5343396051186077,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3
624,0,1,-0.20655604931409183,1,0.7321665334071008,-0.5343396051186077,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
625,1,0,-1.2209966895747424,0,-0.4639553573467067,0.1040228515788306,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
626,1,1,0.5691926755911114,1,0.4331360607186489,0.7423853082762688,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2
627,1,0,-0.6839398800249862,0,1.3302274787840043,1.3807477649737072,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,5
628,1,1,0.5095196967522497,1,-0.7629858300351585,0.7423853082762688,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2
629,0,0,-0.743612858863848,1,-0.7629858300351585,-1.172702061816046,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4
630,1,0,-0.8032858377027098,1,0.13410558803019704,0.7423853082762688,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
631,1,0,-1.1016507318970188,1,1.6292579514724563,0.1040228515788306,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,5
632,1,1,-0.20655604931409183,1,-0.4639553573467067,0.7423853082762688,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2
633,0,0,-0.9823047742192952,1,0.4331360607186489,0.7423853082762688,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
634,1,1,1.0465765063020058,1,-0.7629858300351585,-0.5343396051186077,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3
635,0,0,-0.6242669011861244,1,-0.4639553573467067,-1.172702061816046,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4
636,1,0,-0.9226317953804334,1,-0.4639553573467067,0.7423853082762688,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
